"UANUM","UANAME","Latitude","Longitude","4 Week Rate","4 Week TRP","CPP","CPM"
37,"Abbeville, LA",29.974444399999996,-92.13416670000001,17577.058823529398,870.5882352941001,20.1176470588,5.1176470588
64,"Abbeville, SC",34.17805560000001,-82.3791667,1800.0,800.0,2.5,7.0
91,"Abbotsford, WI",44.946388899999995,-90.3158333,1852.1428571429,1000.0,2.4285714286,8.4285714286
199,"Aberdeen--Bel Air South--Bel Air North, MD",39.519346999999996,-76.185598,122361.3125,156.25,205.6875,8.914375
118,"Aberdeen, MS",33.825,-88.54361109999999,5096.5,1000.0,5.625,9.375
145,"Aberdeen, SD",45.464722200000004,-98.48611109999999,3082.5,1000.0,3.0,8.5
172,"Aberdeen, WA",46.97555560000001,-123.81444440000001,151865.05,142.5,261.0,6.6745
226,"Abernathy, TX",33.832222200000004,-101.8425,8422.6666666667,600.0,16.0833333333,6.166666666699999
253,"Abilene, KS",38.9172222,-97.2136111,1126.0,466.6666666667,2.6666666667,6.0
280,"Abilene, TX",32.4486111,-99.7327778,3502.0833333333003,766.6666666666999,5.25,3.3333333332999997
334,"Abingdon, IL",40.804444399999994,-90.4016667,525.0,200.0,3.0,4.0
388,"Ada, OH",40.7694444,-83.8227778,1600.0,485.7142857143,4.0,4.1428571429000005
415,"Ada, OK",34.77444439999999,-96.6780556,1460.0,266.6666666667,6.666666666699999,6.333333333300001
450,"Adams, NY",43.8091667,-76.02444440000001,500.0,400.0,1.0,1.0
469,"Adel, GA",31.136944399999997,-83.42361109999999,8700.0,580.0,16.6,4.9
496,"Adel, IA",41.6144444,-94.0172222,36386.5625,156.25,59.5625,6.965
550,"Adjuntas, PR",18.164722199999996,-66.7225,7500.0,400.0,19.0,6.0
577,"Adrian, MI",41.8975,-84.0372222,2550.0,200.0,6.5,6.5
631,"Aguadilla--Isabela--San Sebasti�n, PR",18.325889,-66.97681899999999,7500.0,400.0,19.0,6.0
658,"Ahoskie, NC",36.286666700000005,-76.985,3197.1428571428996,742.8571428571,4.4285714286,6.4285714286
676,"Air Force Academy, CO",38.998357,-104.86175300000001,13625.0,528.5714285714,25.785714285700003,4.7857142857
712,"Ajo, AZ",32.3716667,-112.86,95000.0,300.0,332.5,8.5
739,"Akron, NY",43.0208333,-78.4955556,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
766,"Akron, OH",41.08138889999999,-81.5191667,110788.5625,156.25,182.25,6.158125
793,"Alachua, FL",29.751388899999995,-82.425,11296.0625,156.25,18.5,6.889375
820,"Alamogordo, NM",32.89944439999999,-105.9597222,3333.3333333333003,766.6666666666999,5.666666666699999,9.3333333333
847,"Alamosa, CO",37.46944439999999,-105.86944440000002,1550.0,400.0,4.0,7.5
970,"Albany--Schenectady, NY",42.8141667,-73.94,21228.888888888898,555.5555555556,41.8888888889,5.4444444444
901,"Albany, GA",31.578333299999997,-84.1558333,8700.0,580.0,16.6,4.9
921,"Albany, MN",45.63,-94.5697222,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005
955,"Albany, OR",44.6366667,-123.10472220000001,600.0,200.0,3.0,4.0
982,"Albemarle, NC",35.35,-80.2002778,1350.0,300.0,5.0,7.0
1009,"Albert Lea, MN",43.648055600000006,-93.3680556,1388.3333333332998,466.6666666667,3.0,12.0
1036,"Albertville, AL",34.2675,-86.2088889,1600.0,400.0,4.0,4.0
1063,"Albia, IA",41.0266667,-92.8055556,3322.7272727273,1000.0,3.6363636364,13.090909090899999
1090,"Albion, MI",42.243055600000005,-84.7530556,2466.6666666667,400.0,7.0,3.6666666667000003
1117,"Albion, NY",43.2463889,-78.1938889,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
1144,"Albion, PA",41.890555600000006,-80.3666667,8925.0,300.0,30.0,41.0
1171,"Albuquerque, NM",35.084444399999995,-106.65055559999999,17200.0,250.0,70.0,4.5
1198,"Alderson, WV",37.7258333,-80.6422222,6300.0,500.0,13.25,4.5
1225,"Aledo, IL",41.199722200000004,-90.7491667,37201.0,800.0,50.375,8.125
1232,"Aledo, TX",32.6958333,-97.60194440000001,50775.0,400.0,155.5,3.0
1252,"Alexander City, AL",32.9438889,-85.95388890000001,7073.333333333299,800.0,9.3333333333,10.0
1279,"Alexandria, LA",31.311111100000005,-92.445,4952.7777777778,844.4444444444,7.2777777778,5.7222222222
1306,"Alexandria, MN",45.8852778,-95.3772222,1459.0,700.0,2.3,6.2
1333,"Alfred, NY",42.2541667,-77.7908333,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
1360,"Algoma, WI",44.6088889,-87.4325,675.0,200.0,3.0,6.0
1387,"Algona, IA",43.07,-94.2327778,500.0,200.0,3.0,5.0
1414,"Alice, TX",27.751944399999996,-98.0694444,10655.5384615385,846.1538461538,13.3846153846,3.8461538462
1441,"Allegan, MI",42.529166700000005,-85.8552778,3020.0,280.0,11.8,11.0
1468,"Allendale, SC",33.0077778,-81.3086111,77550.0,840.0,93.8,5.0
1495,"Allentown, PA--NJ",40.6083333,-75.4905556,16605.0,760.0,23.9,7.3
1522,"Alliance, NE",42.1016667,-102.8716667,3375.0,300.0,14.5,10.5
1549,"Alliance, OH",40.9152778,-81.10611109999999,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308
1630,"Alma--St. Louis, MI",43.398006,-84.668091,2040.0,720.0,3.0,7.0
1603,"Alma, GA",31.539166700000003,-82.4625,1375.0,300.0,5.0,5.75
1657,"Almont, MI",42.92055560000001,-83.045,77750.0,650.0,126.0,3.25
1684,"Alpena, MI",45.0616667,-83.4327778,4540.0,500.0,9.3333333333,9.3333333333
1711,"Alpine, TX",30.358333299999998,-103.6605556,1733.3333333332998,266.6666666667,7.666666666699999,15.0
1738,"Altavista, VA",37.1116667,-79.2858333,2500.0,200.0,13.0,10.0
1765,"Alton, IL--MO",38.890555600000006,-90.1841667,31190.0,280.0,110.6,5.2
1792,"Altoona, PA",40.5186111,-78.395,12340.416666666699,1000.0,13.666666666700001,6.75
1819,"Alturas, CA",41.4872222,-120.5413889,3151.0,300.0,10.5,4.0
1846,"Altus, OK",34.6380556,-99.33361109999998,600.0,200.0,3.0,9.5
1873,"Alva, OK",36.805,-98.6661111,600.0,200.0,3.0,9.5
1900,"Alvarado, TX",32.406388899999996,-97.2113889,50775.0,400.0,155.5,3.0
1927,"Amarillo, TX",35.2219444,-101.8308333,1050.0,333.3333333333,3.3333333332999997,3.6666666667000003
1981,"American Falls, ID",42.78611110000001,-112.85361110000001,1050.0,300.0,3.5,8.0
2008,"Americus, GA",32.0722222,-84.2327778,5066.6666666667,555.5555555556,9.8888888889,5.7777777778
2035,"Amery, WI",45.3069444,-92.3619444,1702.8571428572,600.0,3.1428571429,7.4285714286
2062,"Ames, IA",42.0347222,-93.61972220000001,500.0,200.0,3.0,5.0
2116,"Amite City, LA",30.726575,-90.508981,2221.7857142857,528.5714285714,4.7142857143,3.7857142857
2143,"Amory, MS",33.9841667,-88.4880556,8135.714285714301,914.2857142857001,9.285714285700001,7.2857142857
2170,"Amsterdam, NY",42.9386111,-74.18861109999999,21228.888888888898,555.5555555556,41.8888888889,5.4444444444
2197,"Anaconda-Deer Lodge County, MT",46.1263,-112.94783600000001,913.0,320.0,3.0,7.4
2224,"Anacortes, WA",48.5127778,-122.6113889,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
2251,"Anadarko, OK",35.0725,-98.2433333,7400.0,533.3333333333001,14.333333333299999,19.3333333333
2278,"Anamosa, IA",42.1083333,-91.285,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615
2332,"Anchorage Northeast, AK",61.218056000000004,-149.90027800000001,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
2305,"Anchorage, AK",61.2180556,-149.90027780000003,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
2359,"Andalusia, AL",31.308333299999997,-86.4833333,1347.7142857142999,457.1428571429,3.1428571429,8.142857142899999
2386,"Anderson, IN",40.105277799999996,-85.6802778,633.3333333333001,433.3333333333,2.1666666667,3.6666666667000003
2413,"Anderson, SC",34.5033333,-82.6502778,1800.0,800.0,2.5,7.0
2440,"Andrews, SC",33.451111100000006,-79.56111109999999,966.6666666666999,300.0,3.6666666667000003,1.3333333333
2467,"Andrews, TX",32.318611100000005,-102.5452778,2800.0,650.0,5.0,9.25
2494,"Angels, CA",38.067783,-120.53853000000001,10606.25,500.0,23.5,5.0
2548,"Angola, IN",41.6347222,-84.9994444,1500.0,300.0,6.0,12.0
2602,"Ann Arbor, MI",42.2708333,-83.7263889,4500.0,200.0,23.0,7.0
2575,"Anna, IL",37.4602778,-89.2469444,3060.0,400.0,8.5714285714,5.2857142857
2581,"Anna, TX",33.3488889,-96.5483333,78975.0,145.8333333333,136.9444444444,2.5005555556
2590,"Annandale, MN",45.2627778,-94.1241667,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005
2629,"Anniston--Oxford, AL",33.6141667,-85.835,4985.6,860.0,5.6,5.6
2656,"Antigo, WI",45.1402778,-89.15222220000001,5868.076923076899,1107.6923076923,5.3846153846,4.9230769231
2683,"Antioch, CA",38.005,-121.8047222,72659.7083333333,156.25,119.5,3.6733333333
2710,"Apalachicola, FL",29.725555600000003,-84.9833333,9822.25,1100.0,9.925,6.0
2773,"Apple Valley, OH",40.86555560000001,-80.9483333,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308
2764,"Appleton, WI",44.2619444,-88.4152778,4956.25,500.0,11.0,4.9166666667
2791,"Arab, AL",34.3180556,-86.4958333,1600.0,400.0,4.0,4.0
2825,"Arbuckle, CA",39.0175,-122.05666670000001,3712.3333333333003,466.6666666667,10.0,15.0
2845,"Arcade, NY",42.533888899999994,-78.4233333,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
2912,"Arcadia--Southeast Arcadia, FL",27.215555600000005,-81.85861109999999,1933.3333333332998,400.0,5.3333333333,15.666666666700001
2899,"Arcadia, LA",32.548888899999994,-92.92,1828.0,600.0,3.0,8.0
2901,"Arcadia, WI",44.2527778,-91.50138890000001,18778.4615384615,553.8461538462001,34.3076923077,7.5384615385
2926,"Arcata-McKinleyville, CA",40.9466667,-124.09944440000001,3151.0,300.0,10.5,4.0
2953,"Archbold, OH",41.5213889,-84.30722220000001,2550.0,200.0,6.5,6.5
2965,"Archer Lodge--Clayton, NC",35.650555600000004,-78.4566667,50100.0,400.0,115.5,11.5
2980,"Arcola, IL",39.6847222,-88.3063889,2270.0,360.0,7.2,11.0
3007,"Ardmore, OK",34.1741667,-97.1433333,1460.0,266.6666666667,6.666666666699999,6.333333333300001
3034,"Arecibo, PR",18.4744444,-66.7161111,7500.0,400.0,19.0,6.0
3088,"Arizona City, AZ",32.7558333,-111.6702778,95000.0,300.0,332.5,8.5
3115,"Arkadelphia, AR",34.1208333,-93.0536111,1633.3333333332998,700.0,2.5,3.0
3142,"Arkansas City, KS",37.061944399999994,-97.03805559999999,20320.6875,156.25,33.5,3.68875
3158,"Arlington, TN",35.296111100000005,-89.6613889,24436.5416666667,156.25,40.25,2.95375
3196,"Arroyo Grande--Grover Beach, CA",35.1216667,-120.6202778,6351.75,700.0,10.0,7.75
3223,"Artesia, NM",32.8422222,-104.4027778,1733.3333333332998,266.6666666667,7.666666666699999,15.0
3250,"Arvin, CA",35.209166700000004,-118.8275,44720.181818181794,945.4545454545,47.818181818199996,8.0
3277,"Ashburn, GA",31.7058333,-83.6533333,5066.6666666667,555.5555555556,9.8888888889,5.7777777778
3304,"Ashdown, AR",33.6741667,-94.1311111,953.3333333333001,400.0,2.0,6.333333333300001
3331,"Asheboro, NC",35.7077778,-79.81388890000001,13600.0,840.0,19.8,3.0
3358,"Asheville, NC",35.6008333,-82.5541667,11542.8571428571,714.2857142857001,15.142857142899999,4.0
3439,"Ashland City, TN",36.2741667,-87.0641667,39200.7692307692,476.9230769231,83.3846153846,3.7692307692
3365,"Ashland, MO",38.77444439999999,-92.2569444,7360.0,720.0,11.0,7.9
3375,"Ashland, NE",41.0391667,-96.3680556,1482.75,650.0,2.5,6.75
3385,"Ashland, OH",40.8686111,-82.31833329999999,4532.0,240.0,19.8,5.8
3395,"Ashland, PA",40.7816667,-76.34611109999999,3000.0,500.0,6.5,8.0
3412,"Ashland, WI",46.5925,-90.8836111,7824.285714285699,600.0,13.4285714286,5.5
3466,"Ashtabula, OH",41.865,-80.79,7168.75,750.0,11.25,11.25
3493,"Ashville, OH",39.7155556,-82.9530556,42830.25,156.25,70.1875,3.75125
3520,"Aspen, CO",39.1911111,-106.81694440000001,1550.0,400.0,4.0,7.5
3547,"Astoria, OR",46.188055600000006,-123.83,46783.5,1100.0,46.7,2.1
3601,"Atchison, KS--MO",39.563055600000006,-95.12138890000001,1066.6666666667,466.6666666667,3.0,12.0
3763,"Athens-Clarke County, GA",33.951935,-83.357567,1000.0,200.0,5.0,4.0
3655,"Athens, AL",34.8027778,-86.9716667,5936.3636363636,818.1818181817999,7.454545454500001,5.454545454500001
3682,"Athens, OH",39.3291667,-82.1013889,2000.0,200.0,10.0,12.0
3709,"Athens, TN",35.4427778,-84.5930556,1234.375,425.0,3.25,5.375
3736,"Athens, TX",32.2047222,-95.8552778,1740.0,400.0,5.0,6.4
3790,"Athol, MA",42.595833299999995,-72.2272222,31689.0,600.0,53.4,9.0666666667
3817,"Atlanta, GA",33.7488889,-84.3880556,64242.25,156.25,106.3125,2.140625
3844,"Atlanta, TX",33.1136111,-94.1641667,953.3333333333001,400.0,2.0,6.333333333300001
3898,"Atlantic City, NJ",39.3641667,-74.4233333,19712.5,475.0,41.375,5.75
3871,"Atlantic, IA",41.403611100000006,-95.01361109999999,900.0,200.0,5.0,6.0
3925,"Atmore, AL",31.023611100000004,-87.4938889,7688.333333333299,911.1111111111001,9.0,5.5555555556
3957,"Atoka, TN",35.4411111,-89.7780556,24436.5416666667,156.25,40.25,2.95375
3979,"Attica, IN",40.2941667,-87.24888890000001,2375.0,300.0,8.5,4.5
4006,"Attica, NY",42.8641667,-78.2805556,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
4330,"Au Sable, MI",44.4108333,-83.3322222,4540.0,500.0,9.3333333333,9.3333333333
4021,"Aubrey, TX",33.3041667,-96.9858333,78975.0,145.8333333333,136.9444444444,2.5005555556
4130,"Auburn--North Auburn, CA",38.896666700000004,-121.07583329999999,72659.7083333333,156.25,119.5,3.6733333333
4033,"Auburn, AL",32.6097222,-85.4808333,7377.5294117647,1023.5294117647001,7.3529411765,5.1764705882
4054,"Auburn, IL",39.591666700000005,-89.74638890000001,2150.0,300.0,7.5,20.5
4060,"Auburn, IN",41.366944399999994,-85.05888890000001,1500.0,600.0,2.8,7.0
4087,"Auburn, NE",40.3927778,-95.8386111,900.0,200.0,5.0,6.0
4114,"Auburn, NY",42.9316667,-76.5663889,2875.0,600.0,5.5,10.5
4222,"Augusta-Richmond County, GA--SC",33.473498,-82.010515,77550.0,840.0,93.8,5.0
4168,"Augusta, KS",37.6866667,-96.9763889,20320.6875,156.25,33.5,3.68875
4195,"Augusta, ME",44.3105556,-69.78,2300.0,200.0,12.0,4.0
4249,"Aumsville, OR",44.841111100000006,-122.86972220000001,600.0,200.0,3.0,4.0
4276,"Aurora, MO",36.970833299999995,-93.7177778,19730.769230769198,800.0,28.0769230769,3.0769230769
4303,"Aurora, NE",40.8672222,-98.0038889,3222.25,1000.0,3.25,5.0
4357,"Austin, MN",43.6666667,-92.9744444,22930.0,200.0,114.6666666667,4.6666666667
4384,"Austin, TX",30.266944399999996,-97.7427778,58266.6666666667,866.6666666666999,78.1666666667,4.8333333333
4411,"Ava, MO",36.951944399999995,-92.66027779999999,5100.0,1000.0,5.25,7.25
4438,"Avalon, CA",33.3427778,-118.32694440000002,255338.125,156.25,417.2083333333,3.0004166667
4465,"Avenal, CA",36.0041667,-120.12805559999998,6351.75,700.0,10.0,7.75
4519,"Avon, NY",42.911944399999996,-77.7458333,35908.3333333333,733.3333333333001,51.0,5.833333333300001
4549,"Avondale--Goodyear, AZ",33.4352778,-112.3575,95000.0,300.0,332.5,8.5
4573,"Avra Valley, AZ",32.4377778,-111.3147222,23490.7619047619,142.8571428571,40.5714285714,4.4504761905
4587,"Aztec, NM",36.8222222,-107.9922222,2750.0,775.0,3.625,3.375
4600,"Bad Axe, MI",43.8019444,-83.0008333,4540.0,500.0,9.3333333333,9.3333333333
4627,"Bainbridge, GA",30.903611100000003,-84.5755556,8700.0,580.0,16.6,4.9
4654,"Baker City, OR",44.775,-117.83333329999999,1080.0,200.0,5.5,7.0
4681,"Bakersfield, CA",35.3733333,-119.01777779999999,44720.181818181794,945.4545454545,47.818181818199996,8.0
4708,"Bald Knob, AR",36.281388899999996,-90.4480556,1410.0,840.0,2.0,5.6
4789,"Baldwin City, KS",38.775,-95.18611109999999,2700.0,400.0,7.333333333300001,5.0
4762,"Baldwin, WI",44.966666700000005,-92.3741667,1702.8571428572,600.0,3.1428571429,7.4285714286
4816,"Ballinger, TX",31.738055600000003,-99.9469444,3558.3333333333003,766.6666666666999,5.5,5.0
4843,"Baltimore, MD",39.2902778,-76.6125,122361.3125,156.25,205.6875,8.914375
4870,"Baltimore, OH",39.8452778,-82.6008333,42830.25,156.25,70.1875,3.75125
4897,"Bamberg, SC",33.296944399999994,-81.035,77550.0,840.0,93.8,5.0
4924,"Bandon, OR",43.1191667,-124.4072222,600.0,200.0,3.0,4.0
4951,"Bangor, ME",44.8011111,-68.7783333,2300.0,200.0,12.0,4.0
5086,"Bar Harbor, ME",44.3875,-68.2044444,266514.0,156.25,441.0625,8.63125
5005,"Baraboo, WI",43.4711111,-89.74416670000001,1625.0,600.0,3.5,5.5
5032,"Barbourville, KY",36.8663889,-83.88888890000001,1200.0,400.0,3.0,4.0
5059,"Bardstown, KY",37.8091667,-85.4669444,2762.5,500.0,6.25,7.25
5113,"Barnesville, GA",33.054444399999994,-84.1558333,5066.6666666667,555.5555555556,9.8888888889,5.7777777778
5140,"Barnesville, OH",39.9880556,-81.1766667,6000.0,1000.0,6.5,4.5
5167,"Barnstable Town, MA",41.700321,-70.300202,19200.0,500.0,42.25,3.25
5194,"Barnwell, SC",33.2447222,-81.35888890000001,77550.0,840.0,93.8,5.0
5221,"Barre--Montpelier, VT",44.26,-72.5758333,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143
5248,"Barron, WI",45.40138889999999,-91.8488889,1702.8571428572,600.0,3.1428571429,7.4285714286
5275,"Barrow, AK",71.2905556,-156.7886111,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
5302,"Barstow, CA",34.898611100000004,-117.02194440000001,29980.0,560.0,79.2,2.2
5329,"Bartlesville, OK",36.7472222,-95.9805556,15211.7647058824,564.7058823529001,29.470588235300003,3.6470588235
5356,"Bartlett, TX",30.794722200000002,-97.42527779999999,5508.9285714286,642.8571428571,9.785714285700001,2.3571428571
5410,"Basalt--El Jebel, CO",39.395,-107.08972220000001,1550.0,400.0,4.0,7.5
5423,"Basehor, KS",39.1416667,-94.9383333,2700.0,400.0,7.333333333300001,5.0
5437,"Bastrop, LA",32.756111100000005,-91.87222220000001,4438.727272727299,854.5454545455,5.2727272727,3.7272727273000004
5464,"Bastrop, TX",30.1102778,-97.315,58266.6666666667,866.6666666666999,78.1666666667,4.8333333333
5491,"Batavia, NY",42.9980556,-78.18777779999999,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
5518,"Batesburg-Leesville, SC",33.916388899999994,-81.51361109999999,77550.0,840.0,93.8,5.0
5545,"Batesville, AR",35.769722200000004,-91.6408333,1350.0,500.0,3.0,4.5
5572,"Batesville, IN",39.3,-85.2222222,1434.2857142857001,457.1428571429,3.4285714286,11.7142857143
5599,"Batesville, MS",34.3113889,-89.9441667,4020.0,720.0,5.8,9.8
5653,"Bath, NY",42.33694439999999,-77.3180556,35908.3333333333,733.3333333333001,51.0,5.833333333300001
5680,"Baton Rouge, LA",30.450555600000005,-91.1544444,30347.75,1000.0,31.75,4.0
5707,"Battle Creek, MI",42.3211111,-85.1797222,34342.8571428571,471.4285714286,76.4285714286,4.8571428570999995
5761,"Battle Mountain, NV",40.6422222,-116.93333329999999,840.0,200.0,4.0,7.0
5734,"Battlement Mesa, CO",39.166388899999994,-108.13833329999999,2750.0,775.0,3.625,3.375
5788,"Baxley, GA",31.778055600000005,-82.34861109999999,1375.0,300.0,5.0,5.75
5815,"Baxter Springs, KS",37.023611100000004,-94.73527779999999,5717.2608695652,852.1739130435001,7.3043478261,5.0434782609
5869,"Bay City, MI",43.59444439999999,-83.88888890000001,4540.0,500.0,9.3333333333,9.3333333333
5896,"Bay City, TX",26.3327778,-97.4391667,10655.5384615385,846.1538461538,13.3846153846,3.8461538462
5923,"Bay Minette, AL",30.8827778,-87.77305559999999,7688.333333333299,911.1111111111001,9.0,5.5555555556
5842,"Bayard, NM",32.7616667,-108.13,2142.8571428572,714.2857142857001,3.2857142857,10.714285714299999
5904,"Bayfield, CO",37.22555560000001,-107.5975,2750.0,775.0,3.625,3.375
5958,"Bealeton, VA",38.5716667,-77.7641667,2500.0,200.0,12.5,9.0
5977,"Beardstown, IL",40.0175,-90.4241667,3000.0,300.0,10.5,5.5
6004,"Beatrice, NE",40.268055600000004,-96.7466667,1482.75,650.0,2.5,6.75
6031,"Beaufort--Port Royal, SC",32.3788889,-80.69277779999999,4800.0,200.0,24.0,12.0
6058,"Beaumont, TX",30.085833299999997,-94.1016667,7860.0,914.2857142857001,8.5714285714,2.8571428571
6085,"Beaver Dam, KY",37.4019444,-86.8758333,2899.5,780.0,4.3,8.5
6112,"Beaver Dam, WI",43.4577778,-88.83722220000001,153087.5,500.0,315.375,4.25
6076,"Beaver, UT",38.2769444,-112.64027779999999,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999
6128,"Becker, MN",45.3933333,-93.8766667,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005
6139,"Beckley, WV",37.7780556,-81.1883333,2133.75,483.3333333333,4.6666666667,3.3333333332999997
6166,"Bedford, IN",38.8611111,-86.4872222,2620.8333333333,800.0,3.3333333332999997,11.0
6186,"Bedford, NY",41.2041667,-73.6441667,11742.5,200.0,59.0,8.25
6193,"Bedford, PA",40.0186111,-78.5041667,50142.3636363636,818.1818181817999,62.0,10.0909090909
6220,"Bedford, VA",37.334166700000004,-79.5233333,8490.277777777801,744.4444444444,12.6111111111,4.5555555556
6247,"Beebe, AR",35.070555600000006,-91.8794444,1350.0,500.0,3.0,4.5
6261,"Beecher, IL",41.3405556,-87.62138890000001,140155.083333333,156.25,233.6666666667,3.1816666667
6274,"Beeville, TX",28.400555600000004,-97.7480556,10655.5384615385,846.1538461538,13.3846153846,3.8461538462
6301,"Belding, MI",43.097777799999996,-85.22888890000002,1864.2857142857001,314.2857142857,6.7142857143,9.142857142899999
6335,"Belfair, WA",47.4508333,-122.8261111,151865.05,142.5,261.0,6.6745
6355,"Belfast, ME",44.4258333,-69.0069444,2300.0,200.0,12.0,4.0
6382,"Belgrade, MT",45.7761111,-111.1761111,2466.6666666667,200.0,12.666666666700001,7.333333333300001
6490,"Belle Fourche, SD",44.6713889,-103.8516667,1090.0,200.0,5.0,15.0
6517,"Belle Glade, FL",26.684166700000002,-80.6677778,85259.25,156.25,140.375,8.7425
6571,"Belle Plaine, MN",44.6227778,-93.7683333,94235.5,156.25,158.125,4.489375
6436,"Bellefontaine, OH",40.3611111,-83.75972220000001,1770.0,440.0,4.8,9.6
6463,"Bellefonte, PA",40.9133333,-77.77861109999999,6750.0,400.0,17.0,12.5
6598,"Bellevue, IA",42.2586111,-90.42277779999999,4579.4117647059,800.0,6.2352941176,6.7647058824
6625,"Bellevue, OH",41.273611100000004,-82.8416667,1620.0,500.0,3.75,7.5
6652,"Bellingham, WA",48.7597222,-122.48694440000001,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
6679,"Bellows Falls, VT--NH",43.1333333,-72.4444444,5652.9,380.0,15.6,5.9
6692,"Bells, TN",35.711111100000004,-89.0875,2950.0,300.0,10.5,5.0
6706,"Bellville, TX",29.95,-96.2569444,1328.5714285714,371.4285714286,3.8571428571,10.714285714299999
6733,"Beloit, KS",39.4561111,-98.1058333,2013.25,1000.0,2.25,6.0
6760,"Beloit, WI--IL",42.5083333,-89.0316667,1690.8333333332998,416.6666666667,4.5,2.9166666667000003
6770,"Belterra, TX",30.189736,-97.98380999999999,58266.6666666667,866.6666666666999,78.1666666667,4.8333333333
6779,"Belton, SC",34.5227778,-82.4944444,1800.0,800.0,2.5,7.0
6787,"Belvidere, NJ--PA",40.8297222,-75.0780556,51600.0,766.6666666666999,62.8333333333,4.8333333333
6814,"Belzoni, MS",33.1841667,-90.4891667,1355.5,350.0,4.25,11.25
6841,"Bemidji, MN",47.47361110000001,-94.88,1761.25,300.0,6.0,13.0
6868,"Bend, OR",44.0583333,-121.31416670000002,600.0,200.0,3.0,4.0
6895,"Bennettsville, SC",34.6172222,-79.685,1250.0,600.0,2.0,7.5
6922,"Bennington, VT",42.8780556,-73.19722220000001,5652.9,380.0,15.6,5.9
6949,"Benson, AZ",31.9677778,-110.2938889,23490.7619047619,142.8571428571,40.5714285714,4.4504761905
6976,"Benson, MN",45.315,-95.5997222,1897.0,440.0,4.4,11.0
7003,"Benson, NC",35.381944399999995,-78.54888890000001,50100.0,400.0,115.5,11.5
7111,"Benton City, WA",46.2633333,-119.48666670000001,7650.0,200.0,38.5,7.0
7138,"Benton Harbor--St. Joseph--Fair Plain, MI",42.08694439999999,-86.4558333,2712.5,350.0,8.0,4.75
7030,"Benton, IL",37.9966667,-88.92,2286.0,440.0,5.8,10.8
7057,"Benton, KY",36.8572222,-88.35027779999999,1706.25,300.0,5.5,11.5
7084,"Benton, LA",32.6947222,-93.7416667,16946.875,925.0,20.4375,2.625
7165,"Berea, KY",37.568611100000005,-84.29638890000001,2025.0,300.0,7.0,11.0
7192,"Berlin, NH",44.468611100000004,-71.1855556,2300.0,200.0,12.0,4.0
7219,"Berlin, WI",43.96805560000001,-88.94333329999999,153087.5,500.0,315.375,4.25
7246,"Berne, IN",40.6577778,-84.9519444,1736.0,440.0,4.6,11.0
7273,"Berrien Springs, MI",41.946388899999995,-86.33888890000001,2712.5,350.0,8.0,4.75
7300,"Berryville, AR",36.3647222,-93.56777779999999,5100.0,1000.0,5.25,7.25
7327,"Berryville, VA",39.1516667,-77.9825,2500.0,200.0,12.5,9.0
7354,"Bethany, MO",40.2656,-94.0339,700.0,300.0,2.5,3.5
7381,"Bethel, AK",60.792222200000005,-161.7558333,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
7408,"Bethel, OH",38.9636111,-84.0808333,34800.0,500.0,72.0,3.75
7462,"Beulah, ND",47.2633333,-101.7775,591.6666666666999,200.0,3.0,27.0
7489,"Bicknell, IN",38.7741667,-87.3077778,937.5,400.0,2.8333333332999997,8.3333333333
7508,"Big Bear City, CA",34.2611111,-116.84416670000002,29980.0,560.0,79.2,2.2
7543,"Big Lake, TX",31.191388899999996,-101.46,3558.3333333333003,766.6666666666999,5.5,5.0
7597,"Big Pine Key, FL",24.6694444,-81.35416670000001,16333.333333333301,200.0,82.0,28.0
7624,"Big Rapids, MI",43.6980556,-85.48361109999999,4046.6666666666997,466.6666666667,11.0,14.666666666700001
7651,"Big Spring, TX",30.079722200000003,-95.4169444,69809.7222222222,145.8333333333,125.9444444444,2.5772222222
7678,"Big Stone Gap, VA",36.881666700000004,-82.74722220000001,8906.0666666667,400.0,23.4,3.4
7705,"Billings, MT",45.783333299999995,-108.5,3361.0,280.0,12.8,5.0
7732,"Binghamton, NY--PA",42.09861110000001,-75.9183333,5100.0,600.0,9.0,16.0
7759,"Birch Bay, WA",48.9180556,-122.74333329999999,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
